Id,Label,timeset,d0,indegree,outdegree,degree
Football At The 2008 Summer Olympics – Men'S Tournament,Football At The 2008 Summer Olympics – Men'S Tournament,,0,17,0,17
Corner-Kick,Corner-Kick,,0,20,0,20
Landon Donovan,Landon Donovan,,0,31,0,31
Helmut Schön,Helmut Schön,,0,11,0,11
Rwanda National Football Team,Rwanda National Football Team,,0,13,0,13
Azadi Stadium,Azadi Stadium,,0,5,0,5
Dimas (Footballer),Dimas (Footballer),,0,5,0,5
Sven Vermant,Sven Vermant,,0,5,0,5
Toto Ltd.,Toto Ltd.,,0,4,0,4
1900 Summer Olympics,1900 Summer Olympics,,0,7,0,7
Morocco 2010 Fifa World Cup Bid,Morocco 2010 Fifa World Cup Bid,,0,6,0,6
Mike Windischmann,Mike Windischmann,,0,4,0,4
1998 Fifa World Cup Qualification,1998 Fifa World Cup Qualification,,0,98,273,371
Erling Haaland,Erling Haaland,,0,11,0,11
Uefa Euro 1976,Uefa Euro 1976,,0,22,0,22
Serravalle (San Marino),Serravalle (San Marino),,0,5,0,5
Russian Language,Russian Language,,0,13,0,13
Paolo Maldini,Paolo Maldini,,0,33,0,33
Bloomberg News,Bloomberg News,,0,12,0,12
Enzo Bearzot,Enzo Bearzot,,0,14,0,14
Serer Religion,Serer Religion,,0,4,0,4
Guinness World Records,Guinness World Records,,0,5,0,5
Alejandro Lembo,Alejandro Lembo,,0,7,0,7
Guido Rodríguez,Guido Rodríguez,,0,4,0,4
Ecuador National Under-17 Football Team,Ecuador National Under-17 Football Team,,0,13,0,13
1917 South American Championship,1917 South American Championship,,0,8,0,8
Afc–Ofc Challenge Cup,Afc–Ofc Challenge Cup,,0,4,0,4
Branko Oblak,Branko Oblak,,0,8,0,8
2002 Fifa World Cup Qualification (Concacaf),2002 Fifa World Cup Qualification (Concacaf),,0,11,0,11
Santos Laguna,Santos Laguna,,0,10,0,10
Iso 3166,Iso 3166,,0,16,0,16
Fabio Grosso,Fabio Grosso,,0,9,0,9
1964 European Nations' Cup Qualifying,1964 European Nations' Cup Qualifying,,0,5,0,5
Francesco Totti,Francesco Totti,,0,40,592,632
2015 Concacaf Gold Cup,2015 Concacaf Gold Cup,,0,7,0,7
Shizuoka (City),Shizuoka (City),,0,9,0,9
Isco,Isco,,0,7,0,7
Germany Men'S National Ice Hockey Team,Germany Men'S National Ice Hockey Team,,0,4,0,4
Cristian Chivu,Cristian Chivu,,0,6,0,6
German Language,German Language,,0,18,0,18
1957 South American Championship,1957 South American Championship,,0,9,0,9
Gordon Banks,Gordon Banks,,0,24,0,24
Mark Lawrenson,Mark Lawrenson,,0,4,0,4
Association Of National Olympic Committees Of Africa,Association Of National Olympic Committees Of Africa,,0,5,0,5
Cuiabá,Cuiabá,,0,5,0,5
Aichi,Aichi,,0,4,0,4
2014 Fifa World Cup Group F,2014 Fifa World Cup Group F,,0,14,0,14
Alexander Graham Bell,Alexander Graham Bell,,0,4,0,4
Denis Cheryshev,Denis Cheryshev,,0,10,0,10
Zürich,Zürich,,0,25,0,25
Fifa World Cup Qualification,Fifa World Cup Qualification,,0,134,396,530
Francisco Bru,Francisco Bru,,0,4,0,4
North Korea At The Fifa World Cup,North Korea At The Fifa World Cup,,0,8,0,8
Racism In Association Football,Racism In Association Football,,0,6,0,6
Marcelo Balboa,Marcelo Balboa,,0,8,0,8
Predrag Mijatović,Predrag Mijatović,,0,8,0,8
2015–16 Uefa Champions League,2015–16 Uefa Champions League,,0,4,0,4
1963 South American Championship Squads,1963 South American Championship Squads,,0,5,0,5
Humberto Maschio,Humberto Maschio,,0,7,0,7
Michel De Wolf,Michel De Wolf,,0,8,0,8
Uli Hoeneß,Uli Hoeneß,,0,6,0,6
2002 African Cup Of Nations,2002 African Cup Of Nations,,0,20,0,20
Rıza Çalımbay,Rıza Çalımbay,,0,4,0,4
Bucheon,Bucheon,,0,8,0,8
Valentino Mazzola,Valentino Mazzola,,0,9,0,9
Brazil National Futsal Team,Brazil National Futsal Team,,0,4,0,4
1998 Fifa World Cup Qualification (Afc),1998 Fifa World Cup Qualification (Afc),,0,7,0,7
Victor Mees,Victor Mees,,0,4,0,4
Manuel Negrete Arias,Manuel Negrete Arias,,0,4,0,4
Fernando Morena,Fernando Morena,,0,4,0,4
Belgian First Division,Belgian First Division,,0,5,0,5
Morocco 1998 Fifa World Cup Bid,Morocco 1998 Fifa World Cup Bid,,0,6,0,6
Shanghai Shenhua F.C.,Shanghai Shenhua F.C.,,0,4,0,4
Soviet Union At The 1956 Summer Olympics,Soviet Union At The 1956 Summer Olympics,,0,4,0,4
Carlos Alberto Torres,Carlos Alberto Torres,,0,30,0,30
Uefa Euro 2012 Qualification,Uefa Euro 2012 Qualification,,0,4,0,4
Jaime Lozano,Jaime Lozano,,0,6,0,6
Bolivia,Bolivia,,0,21,0,21
Battle Of Bordeaux (1938 Fifa World Cup),Battle Of Bordeaux (1938 Fifa World Cup),,0,5,0,5
Gamal Al-Ghandour,Gamal Al-Ghandour,,0,42,104,146
Gareth Barry,Gareth Barry,,0,7,0,7
Luigi Simoni,Luigi Simoni,,0,4,0,4
Igor Belanov,Igor Belanov,,0,12,0,12
Choi Chul-Woo,Choi Chul-Woo,,0,5,0,5
Seo Dong-Myung,Seo Dong-Myung,,0,5,0,5
Niclas Jensen,Niclas Jensen,,0,5,0,5
Jordi Alba,Jordi Alba,,0,6,0,6
Gyula Grosics,Gyula Grosics,,0,7,0,7
Ruud Krol,Ruud Krol,,0,10,0,10
2019 Africa Cup Of Nations Squads,2019 Africa Cup Of Nations Squads,,0,5,0,5
Viliam Schrojf,Viliam Schrojf,,0,6,0,6
Panama,Panama,,0,10,0,10
Stade De France,Stade De France,,0,26,0,26
Corrado Ferlaino,Corrado Ferlaino,,0,4,0,4
Álvaro Gestido,Álvaro Gestido,,0,7,0,7
Mikhail Gorbachev,Mikhail Gorbachev,,0,4,0,4
Marko Pantelić,Marko Pantelić,,0,5,0,5
2025 Africa Cup Of Nations,2025 Africa Cup Of Nations,,0,6,0,6
Colombia National Under-20 Football Team,Colombia National Under-20 Football Team,,0,12,0,12
Bruno Petroni,Bruno Petroni,,0,4,0,4
K3 League,K3 League,,0,4,0,4
Adrian Mutu,Adrian Mutu,,0,7,0,7
Tomislav Kaloperović,Tomislav Kaloperović,,0,5,0,5
1976 Africa Cup Of Nations,1976 Africa Cup Of Nations,,0,7,0,7
Jeju United Fc,Jeju United Fc,,0,7,0,7
Kazakhstan,Kazakhstan,,0,13,0,13
Eddie Pope,Eddie Pope,,0,11,0,11
América Móvil,América Móvil,,0,4,0,4
Football At The 1978 All-Africa Games,Football At The 1978 All-Africa Games,,0,4,0,4
Marcos Senna,Marcos Senna,,0,4,0,4
Uefa Euro 2004 Group B,Uefa Euro 2004 Group B,,0,7,0,7
Football At The 1928 Summer Olympics,Football At The 1928 Summer Olympics,,0,44,0,44
Uruguay National Under-20 Football Team,Uruguay National Under-20 Football Team,,0,14,0,14
Higashiōsaka,Higashiōsaka,,0,8,0,8
Uefa Euro 1984,Uefa Euro 1984,,0,26,0,26
Baptists,Baptists,,0,7,0,7
Vincenzo Iaquinta,Vincenzo Iaquinta,,0,14,0,14
Portsmouth F.C.,Portsmouth F.C.,,0,20,0,20
Football In Germany,Football In Germany,,0,5,0,5
Glenn Whelan,Glenn Whelan,,0,4,0,4
Patrick Ntsoelengoe,Patrick Ntsoelengoe,,0,4,0,4
Papua New Guinea,Papua New Guinea,,0,4,0,4
G7,G7,,0,6,0,6
South Africa National Under-20 Soccer Team,South Africa National Under-20 Soccer Team,,0,5,0,5
Ernst-Happel-Stadion,Ernst-Happel-Stadion,,0,8,0,8
Robert Contiguglia,Robert Contiguglia,,0,5,0,5
Arminia Bielefeld,Arminia Bielefeld,,0,4,0,4
1941 South American Championship,1941 South American Championship,,0,8,0,8
Fifa U-20 World Cup,Fifa U-20 World Cup,,0,55,0,55
"Kasukabe, Saitama","Kasukabe, Saitama",,0,8,0,8
Takashi Fukunishi,Takashi Fukunishi,,0,6,0,6
Rónald González (Costa Rican Footballer),Rónald González (Costa Rican Footballer),,0,5,0,5
Fourth Brazilian Republic,Fourth Brazilian Republic,,0,14,0,14
Sevens (Variation Of Football),Sevens (Variation Of Football),,0,4,0,4
Aurelio Vidmar,Aurelio Vidmar,,0,4,0,4
Pavlo Yakovenko,Pavlo Yakovenko,,0,9,0,9
Raí,Raí,,0,4,0,4
Wilton Sampaio,Wilton Sampaio,,0,9,0,9
Cafa Championship,Cafa Championship,,0,42,0,42
Manuel Mejuto González,Manuel Mejuto González,,0,8,0,8
Segunda División,Segunda División,,0,14,0,14
Gerard López,Gerard López,,0,8,0,8
Fifa Fair Play Award,Fifa Fair Play Award,,0,21,0,21
Concacaf Futsal Championship,Concacaf Futsal Championship,,0,6,0,6
National Library Of South Africa,National Library Of South Africa,,0,5,0,5
Rai,Rai,,0,6,0,6
Gonzalo Higuaín,Gonzalo Higuaín,,0,22,0,22
Kang Chul,Kang Chul,,0,7,0,7
2002 Intercontinental Cup,2002 Intercontinental Cup,,0,9,0,9
Roberto Aballay,Roberto Aballay,,0,4,0,4
Tropical Cyclone,Tropical Cyclone,,0,5,0,5
(Is This The Way To) The World Cup,(Is This The Way To) The World Cup,,0,5,0,5
Kitakyushu,Kitakyushu,,0,11,0,11
Autonomous Administrative Division,Autonomous Administrative Division,,0,5,0,5
1958 Fifa World Cup Qualification (Uefa),1958 Fifa World Cup Qualification (Uefa),,0,4,0,4
Neymar,Neymar,,0,32,0,32
College Football,College Football,,0,4,0,4
Colombia National Under-17 Football Team,Colombia National Under-17 Football Team,,0,12,0,12
Oceanic Climate,Oceanic Climate,,0,5,0,5
Siheung,Siheung,,0,7,0,7
Oberliga (Football),Oberliga (Football),,0,4,0,4
Korean Empire,Korean Empire,,0,5,0,5
Club América,Club América,,0,19,0,19
Juninho Pernambucano,Juninho Pernambucano,,0,10,0,10
Mamadou Niang,Mamadou Niang,,0,8,0,8
2014 Vissel Kobe Season,2014 Vissel Kobe Season,,0,5,0,5
Football At The 1994 Asian Games,Football At The 1994 Asian Games,,0,9,0,9
Mark Clattenburg,Mark Clattenburg,,0,6,0,6
German Football Clubs In European Competitions,German Football Clubs In European Competitions,,0,4,0,4
Bahamas Football Association,Bahamas Football Association,,0,11,0,11
Protestantism,Protestantism,,0,13,0,13
Admir Mehmedi,Admir Mehmedi,,0,4,0,4
K'S Denki Stadium Mito,K'S Denki Stadium Mito,,0,4,0,4
Siyabonga Nomvethe,Siyabonga Nomvethe,,0,8,103,111
John Aloisi,John Aloisi,,0,5,0,5
Treaty Of Versailles,Treaty Of Versailles,,0,4,0,4
Lahden Kisapuisto,Lahden Kisapuisto,,0,9,0,9
2002 Fifa World Cup Group A,2002 Fifa World Cup Group A,,0,25,168,193
Mohammed Al-Khilaiwi,Mohammed Al-Khilaiwi,,0,6,0,6
Bodo Illgner,Bodo Illgner,,0,7,0,7
Guido Buchwald,Guido Buchwald,,0,8,0,8
Villarreal Cf,Villarreal Cf,,0,19,0,19
North Chungcheong Province,North Chungcheong Province,,0,6,0,6
Khalilou Fadiga,Khalilou Fadiga,,0,10,72,82
Ousmane N'Doye,Ousmane N'Doye,,0,4,0,4
Dilma Rousseff,Dilma Rousseff,,0,6,0,6
1960 Afc Asian Cup,1960 Afc Asian Cup,,0,9,0,9
Marco Van Basten,Marco Van Basten,,0,20,0,20
Yury Gazinsky,Yury Gazinsky,,0,4,0,4
"Jim Brown (Soccer, Born 1908)","Jim Brown (Soccer, Born 1908)",,0,4,0,4
Polish Football Association,Polish Football Association,,0,44,93,137
Atilio Ancheta,Atilio Ancheta,,0,9,0,9
Melbourne Rectangular Stadium,Melbourne Rectangular Stadium,,0,10,0,10
2003–04 Liverpool F.C. Season,2003–04 Liverpool F.C. Season,,0,4,0,4
Iran At The Fifa World Cup,Iran At The Fifa World Cup,,0,9,0,9
"António Oliveira (Footballer, Born 1952)","António Oliveira (Footballer, Born 1952)",,0,5,0,5
Fc Barcelona B,Fc Barcelona B,,0,5,0,5
1998 World Cup,1998 World Cup,,0,4,0,4
Joseon Dynasty,Joseon Dynasty,,0,4,0,4
Bob Bradley,Bob Bradley,,0,7,0,7
Saeed Al-Owairan,Saeed Al-Owairan,,0,5,0,5
1986 Africa Cup Of Nations,1986 Africa Cup Of Nations,,0,7,0,7
Tayfur Havutçu,Tayfur Havutçu,,0,13,0,13
Sunderland A.F.C.,Sunderland A.F.C.,,0,22,0,22
Valeri Karpin,Valeri Karpin,,0,4,153,157
Nasko Sirakov,Nasko Sirakov,,0,4,0,4
1999 Fifa World Youth Championship,1999 Fifa World Youth Championship,,0,10,0,10
Jean Beausejour,Jean Beausejour,,0,8,0,8
Ham Heung-Chul,Ham Heung-Chul,,0,4,0,4
1991 Concacaf Gold Cup,1991 Concacaf Gold Cup,,0,8,0,8
Ethiopian Football Federation,Ethiopian Football Federation,,0,13,0,13
Hamburger Sv,Hamburger Sv,,0,13,0,13
Cambodia,Cambodia,,0,13,0,13
Ecuador Women'S National Football Team,Ecuador Women'S National Football Team,,0,13,0,13
Biotechnology,Biotechnology,,0,5,0,5
2022 Fifa U-20 Women'S World Cup,2022 Fifa U-20 Women'S World Cup,,0,7,0,7
Internet2,Internet2,,0,4,0,4
"Ōita, Ōita","Ōita, Ōita",,0,10,191,201
Carlos Caszely,Carlos Caszely,,0,4,0,4
National First Division,National First Division,,0,4,0,4
Daegu Stadium,Daegu Stadium,,0,44,88,132
Gino Rossetti,Gino Rossetti,,0,6,0,6
Rodrigo Cordero,Rodrigo Cordero,,0,6,0,6
Gareth Southgate,Gareth Southgate,,0,11,0,11
Lennart Johansson,Lennart Johansson,,0,6,59,65
Kurt Gassmann,Kurt Gassmann,,0,16,0,16
Ramón Morales,Ramón Morales,,0,9,0,9
Forward (Association Football),Forward (Association Football),,0,119,0,119
1960 European Nations' Cup,1960 European Nations' Cup,,0,21,0,21
"Takarazuka, Hyōgo","Takarazuka, Hyōgo",,0,8,0,8
Federal Bureau Of Investigation,Federal Bureau Of Investigation,,0,5,0,5
Fabio Quagliarella,Fabio Quagliarella,,0,11,0,11
National Stadium,National Stadium,,0,5,0,5
Sebas Méndez,Sebas Méndez,,0,5,0,5
Shane Smeltz,Shane Smeltz,,0,7,0,7
"Nagaoka, Niigata","Nagaoka, Niigata",,0,8,0,8
Fukui (City),Fukui (City),,0,8,0,8
Regionalliga,Regionalliga,,0,5,0,5
Tapic Kenso Hiyagon Stadium,Tapic Kenso Hiyagon Stadium,,0,4,0,4
Ōita Bank Dome,Ōita Bank Dome,,0,40,86,126
San Marino,San Marino,,0,6,0,6
Concacaf Gold Cup,Concacaf Gold Cup,,0,72,0,72
2004 Albirex Niigata Season,2004 Albirex Niigata Season,,0,4,0,4
Melbourne Cricket Ground,Melbourne Cricket Ground,,0,10,0,10
Will Smith,Will Smith,,0,4,0,4
2000 Uefa Cup Final,2000 Uefa Cup Final,,0,10,0,10
African U-17 Cup Of Nations For Women,African U-17 Cup Of Nations For Women,,0,7,0,7
Lamine Sakho,Lamine Sakho,,0,4,0,4
Fifa World Cup Video Games,Fifa World Cup Video Games,,0,94,35,129
Ramen,Ramen,,0,5,0,5
Columbus Crew,Columbus Crew,,0,4,0,4
National Autonomous Federation Of Football Of Honduras,National Autonomous Federation Of Football Of Honduras,,0,18,0,18
Mike Lapper,Mike Lapper,,0,4,0,4
2010 Fifa U-20 Women'S World Cup,2010 Fifa U-20 Women'S World Cup,,0,5,0,5
Siniša Mihajlović,Siniša Mihajlović,,0,7,0,7
Fabián Canobbio,Fabián Canobbio,,0,4,0,4
Stuart Pearce,Stuart Pearce,,0,5,0,5
Nissan Stadium (Yokohama),Nissan Stadium (Yokohama),,0,22,573,595
Algarve Cup,Algarve Cup,,0,10,0,10
Football At The 1928 Summer Olympics – Men'S Team Squads,Football At The 1928 Summer Olympics – Men'S Team Squads,,0,9,0,9
Throw-In,Throw-In,,0,11,0,11
Unaf U-20 Tournament,Unaf U-20 Tournament,,0,6,0,6
Turkey At The Fifa World Cup,Turkey At The Fifa World Cup,,0,9,0,9
Eswatini Football Association,Eswatini Football Association,,0,9,0,9
King Baudouin Stadium,King Baudouin Stadium,,0,7,0,7
José Manuel Abundis,José Manuel Abundis,,0,6,0,6
East Japan Railway Company,East Japan Railway Company,,0,8,0,8
Guinea-Bissau Women'S National Football Team,Guinea-Bissau Women'S National Football Team,,0,5,0,5
Chile National Under-20 Football Team,Chile National Under-20 Football Team,,0,13,0,13
Sylvain Wiltord,Sylvain Wiltord,,0,13,0,13
Seoul Plaza,Seoul Plaza,,0,5,8,13
1950 Fifa World Cup,1950 Fifa World Cup,,0,152,0,152
Lower House,Lower House,,0,6,0,6
2010 Fifa World Cup Qualification,2010 Fifa World Cup Qualification,,0,104,299,403
Erik Fredriksson,Erik Fredriksson,,0,10,0,10
Football In South America,Football In South America,,0,6,0,6
Zhu Chenjie,Zhu Chenjie,,0,4,0,4
North American Soccer League (2011–2017),North American Soccer League (2011–2017),,0,6,0,6
Fifae World Cup,Fifae World Cup,,0,18,0,18
Christian Poulsen,Christian Poulsen,,0,6,0,6
Leeds United F.C.,Leeds United F.C.,,0,25,0,25
Argentina V Colombia (1994 Fifa World Cup Qualification),Argentina V Colombia (1994 Fifa World Cup Qualification),,0,8,0,8
Zimbabwe Football Association,Zimbabwe Football Association,,0,11,165,176
People Power Party (South Korea),People Power Party (South Korea),,0,5,0,5
State Of Palestine,State Of Palestine,,0,7,0,7
Yle,Yle,,0,5,0,5
Alexander Sørloth,Alexander Sørloth,,0,4,0,4
Newell'S Old Boys,Newell'S Old Boys,,0,6,0,6
Brawn Gp,Brawn Gp,,0,7,0,7
Liverpool,Liverpool,,0,11,0,11
Felix Brych,Felix Brych,,0,7,0,7
Switzerland,Switzerland,,0,91,0,91
Kim Dong-Jin,Kim Dong-Jin,,0,8,0,8
Nikola Kalinić,Nikola Kalinić,,0,5,0,5
Calvin Marlin,Calvin Marlin,,0,4,0,4
Fifa World Cup Records,Fifa World Cup Records,,0,6,0,6
Mitsubishi Chemical Holdings,Mitsubishi Chemical Holdings,,0,4,0,4
Seating Capacity,Seating Capacity,,0,38,0,38
2005 Concacaf Gold Cup,2005 Concacaf Gold Cup,,0,15,0,15
"Josimar (Footballer, Born 1961)","Josimar (Footballer, Born 1961)",,0,7,0,7
Club Olimpia,Club Olimpia,,0,14,0,14
Juan Pablo Rodríguez,Juan Pablo Rodríguez,,0,5,0,5
Joel Sánchez (Mexican Footballer),Joel Sánchez (Mexican Footballer),,0,6,0,6
Yeongdong (Region),Yeongdong (Region),,0,5,0,5
New York Stock Exchange,New York Stock Exchange,,0,7,0,7
Gunsan,Gunsan,,0,7,0,7
2002 Fifa World Cup Qualification (Ofc–Conmebol Play-Off),2002 Fifa World Cup Qualification (Ofc–Conmebol Play-Off),,0,5,0,5
Marco Antonio Rodríguez,Marco Antonio Rodríguez,,0,17,0,17
Italy National Under-17 Football Team,Italy National Under-17 Football Team,,0,4,0,4
Stevan Stojanović,Stevan Stojanović,,0,4,0,4
Lists Of Women'S Association Football Players,Lists Of Women'S Association Football Players,,0,4,0,4
Francisco Fonseca,Francisco Fonseca,,0,9,0,9
St Mirren F.C.,St Mirren F.C.,,0,4,0,4
2007–08 Copa Del Rey,2007–08 Copa Del Rey,,0,4,0,4
"Jesper Christiansen (Footballer, Born 1978)","Jesper Christiansen (Footballer, Born 1978)",,0,4,0,4
Émerson Leão,Émerson Leão,,0,10,0,10
Cd Tenerife,Cd Tenerife,,0,6,0,6
Lester Morgan,Lester Morgan,,0,6,0,6
Mauritania National Football Team,Mauritania National Football Team,,0,17,0,17
1984 Intercontinental Cup,1984 Intercontinental Cup,,0,5,0,5
Borussia-Park,Borussia-Park,,0,4,0,4
Jared Borgetti,Jared Borgetti,,0,15,170,185
Danish Football Union,Danish Football Union,,0,19,106,125
Union Of Arab Football Associations,Union Of Arab Football Associations,,0,9,0,9
Brad Friedel,Brad Friedel,,0,16,0,16
Boleyn Ground,Boleyn Ground,,0,4,0,4
Sergen Yalçın,Sergen Yalçın,,0,8,0,8
Lucho González,Lucho González,,0,4,0,4
1962 Fifa World Cup Qualification (Uefa),1962 Fifa World Cup Qualification (Uefa),,0,4,0,4
Poland,Poland,,0,64,0,64
Michael Tarnat,Michael Tarnat,,0,4,0,4
Mbombela Stadium,Mbombela Stadium,,0,6,0,6
Hiroshima,Hiroshima,,0,14,0,14
Costa Rica National Football Team,Costa Rica National Football Team,,0,130,517,647
Tonga National Football Team,Tonga National Football Team,,0,11,0,11
Alajuela,Alajuela,,0,4,0,4
Football Federation Of The Soviet Union,Football Federation Of The Soviet Union,,0,25,0,25
Marko Babić (Footballer),Marko Babić (Footballer),,0,4,0,4
Divock Origi,Divock Origi,,0,5,0,5
White House,White House,,0,4,0,4
The Times Of India,The Times Of India,,0,4,0,4
Hitoshi Sogahata,Hitoshi Sogahata,,0,6,0,6
Club Universidad De Chile,Club Universidad De Chile,,0,4,0,4
Moreno Torricelli,Moreno Torricelli,,0,4,0,4
1959 South American Championship (Ecuador),1959 South American Championship (Ecuador),,0,8,0,8
Pakistan National Football Team,Pakistan National Football Team,,0,16,0,16
Garrincha,Garrincha,,0,17,0,17
Fortune Global 500,Fortune Global 500,,0,5,0,5
Football At The 2005 Mediterranean Games,Football At The 2005 Mediterranean Games,,0,4,0,4
2012 Fifa Club World Cup Final,2012 Fifa Club World Cup Final,,0,4,0,4
1978 Fifa World Cup Qualification (Uefa),1978 Fifa World Cup Qualification (Uefa),,0,5,0,5
South Korea National Under-17 Football Team,South Korea National Under-17 Football Team,,0,5,0,5
Phillip Cocu,Phillip Cocu,,0,6,0,6
Germany Women'S National Under-20 Football Team,Germany Women'S National Under-20 Football Team,,0,4,0,4
Germany,Germany,,0,128,266,394
Vietnam Television,Vietnam Television,,0,6,0,6
1986 Fifa World Cup Bids,1986 Fifa World Cup Bids,,0,6,0,6
Nantes,Nantes,,0,9,0,9
2018 Fifa World Cup Qualification – Afc Third Round,2018 Fifa World Cup Qualification – Afc Third Round,,0,4,0,4
Hellmut Krug,Hellmut Krug,,0,8,0,8
Peter Peel,Peter Peel,,0,4,0,4
Korea Meteorological Administration,Korea Meteorological Administration,,0,7,0,7
Patrick Kluivert,Patrick Kluivert,,0,24,0,24
The Atlantic,The Atlantic,,0,7,0,7
Nery Castillo,Nery Castillo,,0,4,0,4
Horst Hrubesch,Horst Hrubesch,,0,14,0,14
Thabang Molefe,Thabang Molefe,,0,4,0,4
Nelson Haedo Valdez,Nelson Haedo Valdez,,0,4,0,4
Mauro Ramos,Mauro Ramos,,0,5,0,5
Chivas Usa,Chivas Usa,,0,5,0,5
Football Association Of Maldives,Football Association Of Maldives,,0,17,147,164
Let'S Get Together Now,Let'S Get Together Now,,0,6,74,80
Cádiz Cf,Cádiz Cf,,0,5,0,5
Roberto Boninsegna,Roberto Boninsegna,,0,10,0,10
Pietro Rava,Pietro Rava,,0,6,0,6
"Dmitri Kuznetsov (Footballer, Born 1965)","Dmitri Kuznetsov (Footballer, Born 1965)",,0,4,0,4
Carnaval De Paris,Carnaval De Paris,,0,5,0,5
Thiago Cionek,Thiago Cionek,,0,4,0,4
Try Bennett,Try Bennett,,0,5,0,5
Caxirola,Caxirola,,0,8,0,8
Colorado Rapids,Colorado Rapids,,0,5,0,5
National Olympic Committee,National Olympic Committee,,0,5,0,5
Turks And Caicos Islands Football Association,Turks And Caicos Islands Football Association,,0,12,0,12
Cape Verde Women'S National Football Team,Cape Verde Women'S National Football Team,,0,5,0,5
1922 South American Championship,1922 South American Championship,,0,8,0,8
Tranebergs Idrottsplats,Tranebergs Idrottsplats,,0,9,0,9
Michel Vorm,Michel Vorm,,0,5,0,5
Ricardo La Volpe,Ricardo La Volpe,,0,7,0,7
Janne Andersson,Janne Andersson,,0,4,0,4
Hélder Postiga,Hélder Postiga,,0,5,0,5
Marvin Rodríguez,Marvin Rodríguez,,0,4,0,4
Diego Alonso,Diego Alonso,,0,4,0,4
The Korea Times,The Korea Times,,0,4,0,4
Óscar Pérez Rojas,Óscar Pérez Rojas,,0,5,0,5
"Mamadou Diallo (Footballer, Born 1971)","Mamadou Diallo (Footballer, Born 1971)",,0,4,0,4
Sv Werder Bremen,Sv Werder Bremen,,0,20,0,20
Jung Jo-Gook,Jung Jo-Gook,,0,4,0,4
2020–21 Uefa Nations League,2020–21 Uefa Nations League,,0,24,0,24
Enoshima,Enoshima,,0,10,0,10
Kurt Röthlisberger,Kurt Röthlisberger,,0,6,0,6
José María Ortiz De Mendíbil,José María Ortiz De Mendíbil,,0,6,0,6
Wisła Kraków,Wisła Kraków,,0,4,0,4
2018 Fifa World Cup Group A,2018 Fifa World Cup Group A,,0,11,0,11
West Germany National Football Team,West Germany National Football Team,,0,6,0,6
Andrej Kramarić,Andrej Kramarić,,0,12,0,12
Felipe Baloy,Felipe Baloy,,0,4,0,4
"Alemão (Footballer, Born 1961)","Alemão (Footballer, Born 1961)",,0,7,0,7
S2Cid (Identifier),S2Cid (Identifier),,0,31,0,31
Qatar Women'S National Football Team,Qatar Women'S National Football Team,,0,8,0,8
Ronald Worm,Ronald Worm,,0,5,0,5
Alfio Basile,Alfio Basile,,0,5,0,5
Expansion Pack,Expansion Pack,,0,4,0,4
Philipp Lahm,Philipp Lahm,,0,37,0,37
German Empire,German Empire,,0,5,0,5
Football At The 2032 Summer Olympics,Football At The 2032 Summer Olympics,,0,9,0,9
Réunion Premier League,Réunion Premier League,,0,4,0,4
Petit (Portuguese Footballer),Petit (Portuguese Footballer),,0,8,0,8
"César Rodríguez (Footballer, Born 1920)","César Rodríguez (Footballer, Born 1920)",,0,4,0,4
Gambia Football Federation,Gambia Football Federation,,0,18,0,18
"Kawagoe, Saitama","Kawagoe, Saitama",,0,8,0,8
Fifa World Cup All-Time Team,Fifa World Cup All-Time Team,,0,16,0,16
Typhoon,Typhoon,,0,4,0,4
Oğuz Çetin,Oğuz Çetin,,0,7,0,7
Edgardo Bauza,Edgardo Bauza,,0,5,0,5
Soweto,Soweto,,0,6,0,6
Lima,Lima,,0,12,0,12
Independent Politician,Independent Politician,,0,4,0,4
Mladen Krstajić,Mladen Krstajić,,0,6,0,6
"Ibaraki, Osaka","Ibaraki, Osaka",,0,8,0,8
Uefa Euro 2016 Group C,Uefa Euro 2016 Group C,,0,8,0,8
Steve Ralston,Steve Ralston,,0,6,0,6
1973 European Cup Final,1973 European Cup Final,,0,9,0,9
South American Nations At The Fifa World Cup,South American Nations At The Fifa World Cup,,0,93,587,680
Vyacheslav Dayev,Vyacheslav Dayev,,0,6,0,6
Behind Closed Doors (Sport),Behind Closed Doors (Sport),,0,7,0,7
1922 South American Championship Final,1922 South American Championship Final,,0,5,0,5
Kōji Nakata,Kōji Nakata,,0,7,0,7
Uefa Euro 2000 Squads,Uefa Euro 2000 Squads,,0,14,0,14
Sebastian Larsson,Sebastian Larsson,,0,7,0,7
Kim Hae-Woon,Kim Hae-Woon,,0,4,0,4
2012 Uefa Champions League Final,2012 Uefa Champions League Final,,0,11,0,11
New Zealand National Football Team,New Zealand National Football Team,,0,70,0,70
Robert Lewandowski,Robert Lewandowski,,0,26,0,26
"Adriano (Footballer, Born February 1982)","Adriano (Footballer, Born February 1982)",,0,11,0,11
Cafu,Cafu,,0,37,0,37
Al Rayyan (City),Al Rayyan (City),,0,9,0,9
1994 Fifa World Cup Qualification (Ofc–Conmebol Play-Off),1994 Fifa World Cup Qualification (Ofc–Conmebol Play-Off),,0,8,0,8
Ulsan,Ulsan,,0,29,303,332
Claudio Suárez,Claudio Suárez,,0,10,0,10
The Sports Network,The Sports Network,,0,4,0,4
Argentina 1938 Fifa World Cup Bid,Argentina 1938 Fifa World Cup Bid,,0,6,0,6
